level_0,level_1,level_2,epoch_signal
5,0,3,1.8218927196811727e-06
5,0,4,2.1395122849333063e-06
5,0,5,1.3091712584805114e-06
5,0,6,-1.0814699796526874e-06
5,0,7,-3.5728179305233863e-06
5,0,8,-4.762622191293122e-06
5,0,9,-3.768269800038371e-06
5,0,10,-1.7245886085726482e-06
5,0,11,-7.141747566502445e-08
5,0,12,-2.325904950437349e-07
5,0,13,-1.8687005928011695e-06
5,0,14,-4.167485229372757e-06
5,0,15,-5.746181790660049e-06
5,0,16,-6.348272385375906e-06
5,0,17,-5.806610438535703e-06
5,0,18,-4.757706190457845e-06
5,0,19,-3.303804673241334e-06
5,0,20,-2.139204330022697e-06
5,0,21,-1.4087034497426402e-06
5,0,22,-1.5928211961152393e-06
5,0,23,-2.050698852689174e-06
5,0,24,-2.3273813332087368e-06
5,1,0,9.648166595139227e-06
5,1,1,1.0683747837031226e-05
5,1,2,1.0269919738004648e-05
5,1,3,9.001598798460866e-06
5,1,4,7.348942126923308e-06
5,1,5,5.927993422232469e-06
5,1,6,4.677268295047145e-06
5,1,7,3.818646712320248e-06
5,1,8,3.3230917819724118e-06
5,1,9,3.540554514991931e-06
5,1,10,4.118118220022778e-06
5,1,11,4.702579532974652e-06
5,1,12,4.515694376082261e-06
5,1,13,3.601718034597568e-06
5,1,14,2.149398128691008e-06
5,1,15,9.27720898471106e-07
5,1,16,3.6929009734235375e-08
5,1,17,-3.297569541270949e-07
5,1,18,-5.124698949624022e-07
5,1,19,-3.283645631926674e-07
5,1,20,-4.180459489810025e-08
5,1,21,3.9704560231729834e-07
5,1,22,5.633132870837696e-07
5,1,23,8.299983288440602e-07
5,1,24,1.4553850849961499e-06
5,2,0,4.022277122113326e-06
5,2,1,3.7540245662111716e-06
5,2,2,2.410678316206534e-06
5,2,3,1.4279410819612043e-06
5,2,4,1.421216641833974e-06
5,2,5,2.623252333232236e-06
5,2,6,3.7991555129750513e-06
5,2,7,4.24868055198238e-06
5,2,8,3.5073601406698687e-06
5,2,9,2.684606664829148e-06
5,2,10,2.4721308732327012e-06
5,2,11,3.383023845733498e-06
5,2,12,4.147307543416433e-06
5,2,13,3.5960111371578438e-06
5,2,14,4.876770690226303e-07
5,2,15,-4.3888071303683455e-06
5,2,16,-9.661592919924748e-06
5,2,17,-1.2961779623188517e-05
5,2,18,-1.3519893601833186e-05
5,2,19,-1.1406131113179117e-05
5,2,20,-8.650290821357305e-06
5,2,21,-6.652016699251035e-06
5,2,22,-6.439876693103486e-06
5,2,23,-6.754190790762241e-06
5,2,24,-6.388341812150057e-06
6,0,0,-2.5557499992586667e-06
6,0,1,-2.1485117351414517e-06
6,0,2,-1.5991703787229263e-06
6,0,3,-9.969714631864737e-07
6,0,4,-9.693760292814264e-07
6,0,5,-2.0045652789511196e-06
6,0,6,-4.164651971435575e-06
6,0,7,-6.9449242016941175e-06
6,0,8,-9.784860012873782e-06
6,0,9,-1.2152324960974228e-05
6,0,10,-1.3725074154419064e-05
6,0,11,-1.4230155132415219e-05
6,0,12,-1.3797120687788285e-05
6,0,13,-1.293066326239203e-05
6,0,14,-1.2457701272166537e-05
6,0,15,-1.275211853583706e-05
6,0,16,-1.348378156846436e-05
6,0,17,-1.3691756088815717e-05
6,0,18,-1.273200342311715e-05
